DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
06/09/2016,11:43,STATEN ISLAND,10309,40.5209185,-74.2351117,"(40.5209185, -74.2351117)",PAGE AVENUE                     ,RICHMOND VALLEY ROAD            ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459677,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,12:50,STATEN ISLAND,10309,40.5261448,-74.201893,"(40.5261448, -74.201893)",                                ,                                ,5832 AMBOY ROAD                         ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459678,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,11:27,STATEN ISLAND,10312,40.5421506,-74.1653755,"(40.5421506, -74.1653755)",AMBOY ROAD                      ,RETFORD AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459680,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,17:50,STATEN ISLAND,10312,40.5524121,-74.1910366,"(40.5524121, -74.1910366)",ARDEN AVENUE                    ,CORRELL AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459681,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,11:50,MANHATTAN,10009,40.7270961,-73.9786087,"(40.7270961, -73.9786087)",                                ,                                ,630 EAST 11 STREET                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459688,PASSENGER VEHICLE,OTHER,,,
06/09/2016,22:37,MANHATTAN,10012,40.7256458,-73.9920628,"(40.7256458, -73.9920628)",BOWERY                          ,EAST 2 STREET                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459689,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,7:01,MANHATTAN,10128,40.7872263,-73.9541633,"(40.7872263, -73.9541633)",EAST 96 STREET                  ,MADISON AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459707,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
06/09/2016,15:26,MANHATTAN,10029,40.7878593,-73.9516098,"(40.7878593, -73.9516098)",EAST 98 STREET                  ,PARK AVENUE                     ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459708,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,14:00,BROOKLYN,11235,40.5871954,-73.9532529,"(40.5871954, -73.9532529)",SHEEPSHEAD BAY ROAD             ,EAST 16 STREET                  ,                                        ,1,0,1,0,0,0,0,0,Unspecified,,,,,3459743,PASSENGER VEHICLE,,,,
06/09/2016,21:27,,,40.5843278,-73.9160259,"(40.5843278, -73.9160259)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459744,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,10:30,BROOKLYN,11229,40.608031,-73.9600379,"(40.608031, -73.9600379)",EAST 13 STREET                  ,KINGS HIGHWAY                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459749,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,11:35,BROOKLYN,11229,40.5971311,-73.9522053,"(40.5971311, -73.9522053)",EAST 19 STREET                  ,AVENUE V                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459750,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,18:40,BROOKLYN,11218,40.6404169,-73.9829207,"(40.6404169, -73.9829207)",14 AVENUE                       ,37 STREET                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459753,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,14:30,BROOKLYN,11209,40.6256912,-74.0301488,"(40.6256912, -74.0301488)",83 STREET                       ,3 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459757,OTHER,PASSENGER VEHICLE,,,
06/09/2016,12:20,BROOKLYN,11209,40.6312515,-74.0208022,"(40.6312515, -74.0208022)",                                ,                                ,532 72 STREET                           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459758,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,11:00,BROOKLYN,11220,40.6357409,-74.0260387,"(40.6357409, -74.0260387)",BAY RIDGE AVENUE                ,3 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459759,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,14:00,BROOKLYN,11209,40.6365697,-74.0366031,"(40.6365697, -74.0366031)",71 STREET                       ,SHORE ROAD                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459762,PASSENGER VEHICLE,OTHER,,,
06/09/2016,12:40,BROOKLYN,11216,40.678126,-73.9437181,"(40.678126, -73.9437181)",                                ,                                ,1456 ATLANTIC AVENUE                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459791,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,14:00,BROOKLYN,11216,40.6778446,-73.9528108,"(40.6778446, -73.9528108)",PACIFIC STREET                  ,BEDFORD AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459792,OTHER,OTHER,,,
06/09/2016,18:25,BROOKLYN,11238,40.6793374,-73.9677755,"(40.6793374, -73.9677755)",                                ,                                ,651 BERGEN STREET                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459793,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,15:00,BROOKLYN,11216,40.6752029,-73.9500007,"(40.6752029, -73.9500007)",NOSTRAND AVENUE                 ,SAINT MARKS AVENUE              ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459794,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,19:30,BROOKLYN,11238,40.6802367,-73.9642382,"(40.6802367, -73.9642382)",PACIFIC STREET                  ,WASHINGTON AVENUE               ,                                        ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3459797,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,16:00,BROOKLYN,11213,40.6719205,-73.9252481,"(40.6719205, -73.9252481)",                                ,                                ,213 BUFFALO AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459801,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,23:00,BROOKLYN,11237,40.705253,-73.9253369,"(40.705253, -73.9253369)",IRVING AVENUE                   ,JEFFERSON STREET                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459805,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,17:50,QUEENS,11423,40.7134977,-73.7562119,"(40.7134977, -73.7562119)",JAMAICA AVENUE                  ,204 STREET                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459835,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,0:00,QUEENS,11411,40.7007975,-73.7472348,"(40.7007975, -73.7472348)",                                ,                                ,114-50 207 STREET                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459848,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,7:30,,,40.7261021,-73.7619666,"(40.7261021, -73.7619666)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459903,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,8:30,QUEENS,11432,40.7216199,-73.7767096,"(40.7216199, -73.7767096)",188 STREET                      ,MCLAUGHLIN AVENUE               ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459905,PASSENGER VEHICLE,,,,
06/09/2016,10:30,QUEENS,11423,40.7263282,-73.7661877,"(40.7263282, -73.7661877)",FRANCIS LEWIS BOULEVARD         ,GRAND CENTRAL PARKWAY           ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459906,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,0:00,QUEENS,11435,40.7142298,-73.8164536,"(40.7142298, -73.8164536)",MAIN STREET                     ,HOOVER AVENUE                   ,                                        ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3459907,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,12:45,QUEENS,11367,40.7280766,-73.8127137,"(40.7280766, -73.8127137)",                                ,                                ,155-15 AGUILAR AVENUE                   ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3459908,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/09/2016,13:30,QUEENS,11367,40.7334311,-73.8175048,"(40.7334311, -73.8175048)",                                ,                                ,67-22 152 STREET                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459909,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,12:00,QUEENS,11365,40.7319307,-73.8079545,"(40.7319307, -73.8079545)",JEWEL AVENUE                    ,161 STREET                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459912,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,17:25,QUEENS,11366,40.7331298,-73.7830252,"(40.7331298, -73.7830252)",188 STREET                      ,73 AVENUE                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459913,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,10:10,QUEENS,11364,40.7538277,-73.7567898,"(40.7538277, -73.7567898)",56 AVENUE                       ,223 STREET                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459977,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,7:00,,,40.6110986,-74.1146592,"(40.6110986, -74.1146592)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460039,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,8:15,STATEN ISLAND,10304,40.6083687,-74.0887446,"(40.6083687, -74.0887446)",STATEN ISLAND EXPRESSWAY        ,TARGEE STREET                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460040,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,18:13,STATEN ISLAND,10306,40.5611726,-74.1041323,"(40.5611726, -74.1041323)",EBBITTS STREET                  ,ROMA AVENUE                     ,                                        ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3460041,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,18:04,STATEN ISLAND,10306,40.572991,-74.1363527,"(40.572991, -74.1363527)",AULTMAN AVENUE                  ,RICHMOND ROAD                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460042,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,15:30,MANHATTAN,10022,40.759308,-73.9652931,"(40.759308, -73.9652931)",2 AVENUE                        ,EAST 57 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460140,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,14:00,MANHATTAN,10019,40.76546,-73.9819897,"(40.76546, -73.9819897)",WEST 56 STREET                  ,BROADWAY                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460145,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,22:10,MANHATTAN,10036,40.7602897,-73.9875717,"(40.7602897, -73.9875717)",                                ,                                ,765 8 AVENUE                            ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460146,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,14:55,MANHATTAN,10020,40.7598989,-73.9804246,"(40.7598989, -73.9804246)",WEST 50 STREET                  ,AVENUE OF THE AMERICAS          ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460147,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,17:15,MANHATTAN,10019,40.7662862,-73.9818487,"(40.7662862, -73.9818487)",WEST 57 STREET                  ,BROADWAY                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460149,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
06/09/2016,15:40,MANHATTAN,10019,40.7673924,-73.9823647,"(40.7673924, -73.9823647)",WEST 58 STREET                  ,8 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460152,PASSENGER VEHICLE,,,,
06/09/2016,23:30,MANHATTAN,10019,40.7653647,-73.987578,"(40.7653647, -73.987578)",9 AVENUE                        ,WEST 53 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460153,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,16:30,MANHATTAN,10022,40.758537,-73.9772016,"(40.758537, -73.9772016)",EAST 50 STREET                  ,5 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460157,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,9:15,MANHATTAN,10019,40.7653102,-73.9913324,"(40.7653102, -73.9913324)",WEST 51 STREET                  ,10 AVENUE                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,,,,,3460162,PASSENGER VEHICLE,,,,
06/09/2016,18:35,MANHATTAN,10017,40.7554056,-73.9794839,"(40.7554056, -73.9794839)",WEST 45 STREET                  ,5 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460164,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,10:38,MANHATTAN,10022,40.7564966,-73.972362,"(40.7564966, -73.972362)",EAST 50 STREET                  ,LEXINGTON AVENUE                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460170,SMALL COM VEH(4 TIRES) ,,,,
06/09/2016,8:50,MANHATTAN,10028,40.7781387,-73.9544837,"(40.7781387, -73.9544837)",EAST 85 STREET                  ,3 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3460183,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/09/2016,16:46,MANHATTAN,10021,40.766166,-73.9542464,"(40.766166, -73.9542464)",EAST 71 STREET                  ,YORK AVENUE                     ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460191,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,12:40,MANHATTAN,10022,40.7606005,-73.9643142,"(40.7606005, -73.9643142)",EAST 59 STREET                  ,2 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460192,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
06/09/2016,12:00,MANHATTAN,10035,40.8008919,-73.9410246,"(40.8008919, -73.9410246)",                                ,                                ,120 EAST 119 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460261,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,7:00,BRONX,10462,40.8362561,-73.8532239,"(40.8362561, -73.8532239)",PURDY STREET                    ,STARLING AVENUE                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460360,PASSENGER VEHICLE,OTHER,,,
06/09/2016,18:45,BRONX,10473,40.8237023,-73.8625483,"(40.8237023, -73.8625483)",STORY AVENUE                    ,THIERIOT AVENUE                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460361,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,13:12,BRONX,10467,40.8654298,-73.8669488,"(40.8654298, -73.8669488)",                                ,                                ,708 ALLERTON AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3460459,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
06/09/2016,16:30,BROOKLYN,11224,40.5806604,-73.985654,"(40.5806604, -73.985654)",CROPSEY AVENUE                  ,HART PLACE                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460471,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,18:00,BROOKLYN,11224,40.5790517,-73.9841495,"(40.5790517, -73.9841495)",WEST 16 STREET                  ,NEPTUNE AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460472,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,22:05,BROOKLYN,11224,40.5803746,-73.9833068,"(40.5803746, -73.9833068)",                                ,                                ,2757 WEST 15 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460473,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,19:10,BROOKLYN,11229,40.6038728,-73.9360956,"(40.6038728, -73.9360956)",STUART STREET                   ,AVENUE T                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,,,,,3460500,PASSENGER VEHICLE,,,,
06/09/2016,22:59,BROOKLYN,11230,40.6094167,-73.9676868,"(40.6094167, -73.9676868)",OCEAN PARKWAY                   ,AVENUE P                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460501,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,22:00,BROOKLYN,11234,40.6281676,-73.9278657,"(40.6281676, -73.9278657)",UTICA AVENUE                    ,AVENUE J                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460514,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,14:20,BROOKLYN,11203,40.6485398,-73.9242472,"(40.6485398, -73.9242472)",KINGS HIGHWAY                   ,TILDEN AVENUE                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460553,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,6:44,BROOKLYN,11203,40.6510057,-73.9457051,"(40.6510057, -73.9457051)",CHURCH AVENUE                   ,EAST 34 STREET                  ,                                        ,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3460554,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,20:00,BROOKLYN,11212,40.654313,-73.9175769,"(40.654313, -73.9175769)",LINDEN BOULEVARD                ,CHURCH AVENUE                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460555,PASSENGER VEHICLE,AMBULANCE,,,
06/09/2016,11:30,BROOKLYN,11203,40.6605938,-73.9313269,"(40.6605938, -73.9313269)",UTICA AVENUE                    ,RUTLAND ROAD                    ,                                        ,1,0,1,0,0,0,0,0,Unspecified,,,,,3460565,PASSENGER VEHICLE,,,,
06/09/2016,7:10,BROOKLYN,11207,40.676144,-73.8930673,"(40.676144, -73.8930673)",ATLANTIC AVENUE                 ,BRADFORD STREET                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460629,PASSENGER VEHICLE,,,,
06/09/2016,14:10,BROOKLYN,11208,40.67046,-73.8770276,"(40.67046, -73.8770276)",BLAKE AVENUE                    ,MONTAUK AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460630,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,8:30,BROOKLYN,11221,40.6860332,-73.9326708,"(40.6860332, -73.9326708)",STUYVESANT AVENUE               ,PUTNAM AVENUE                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,,,,,3460664,PASSENGER VEHICLE,,,,
06/09/2016,14:50,BROOKLYN,11213,40.6774132,-73.9303181,"(40.6774132, -73.9303181)",ATLANTIC AVENUE                 ,UTICA AVENUE                    ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460669,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
06/09/2016,12:45,BROOKLYN,11233,40.6805055,-73.9285699,"(40.6805055, -73.9285699)",REID AVENUE                     ,CHAUNCEY STREET                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460670,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,19:00,BROOKLYN,11233,40.683414,-73.9228123,"(40.683414, -73.9228123)",RALPH AVENUE                    ,MACDONOUGH STREET               ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460675,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,19:19,BROOKLYN,11216,40.6809637,-73.9376442,"(40.6809637, -73.9376442)",MARCUS GARVEY BOULEVARD         ,DECATUR STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460677,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,17:30,BROOKLYN,11233,40.6808467,-73.9256239,"(40.6808467, -73.9256239)",PATCHEN AVENUE                  ,CHAUNCEY STREET                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460678,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,21:30,BROOKLYN,11221,40.691894,-73.9338333,"(40.691894, -73.9338333)",LAFAYETTE AVENUE                ,STUYVESANT AVENUE               ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460679,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,19:07,BROOKLYN,11233,40.6788706,-73.9216458,"(40.6788706, -73.9216458)",FULTON STREET                   ,RALPH AVENUE                    ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3460680,PASSENGER VEHICLE,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,
06/09/2016,19:30,QUEENS,11421,40.6929491,-73.8611482,"(40.6929491, -73.8611482)",FOREST PARKWAY                  ,86 ROAD                         ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460748,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,18:15,QUEENS,11101,40.7395518,-73.9453046,"(40.7395518, -73.9453046)",BORDEN AVENUE                   ,25 STREET                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460863,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,22:16,QUEENS,11101,40.7483702,-73.9389165,"(40.7483702, -73.9389165)",JACKSON AVENUE                  ,ORCHARD STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460864,PASSENGER VEHICLE,,,,
06/09/2016,6:40,QUEENS,11101,40.7519538,-73.9321169,"(40.7519538, -73.9321169)",                                ,                                ,32-04 NORTHERN BOULEVARD                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460947,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,17:00,STATEN ISLAND,10301,40.6143668,-74.1101763,"(40.6143668, -74.1101763)",                                ,                                ,1402 VICTORY BOULEVARD                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460991,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,11:53,MANHATTAN,10013,40.7191548,-74.0020923,"(40.7191548, -74.0020923)",BROADWAY                        ,LISPENARD STREET                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461026,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,9:00,MANHATTAN,10004,40.7058694,-74.0132549,"(40.7058694, -74.0132549)",MORRIS STREET                   ,BROADWAY                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461028,PASSENGER VEHICLE,,,,
06/09/2016,11:30,MANHATTAN,10004,40.7064837,-74.016732,"(40.7064837, -74.016732)",WEST STREET                     ,BATTERY PLACE                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461030,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,0:00,MANHATTAN,10016,40.7432053,-73.9799604,"(40.7432053, -73.9799604)",EAST 30 STREET                  ,3 AVENUE                        ,                                        ,1,0,1,0,0,0,0,0,Unspecified,,,,,3461077,PASSENGER VEHICLE,,,,
06/09/2016,20:25,MANHATTAN,10016,40.7460781,-73.9749359,"(40.7460781, -73.9749359)",EAST 36 STREET                  ,2 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461078,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,18:35,MANHATTAN,10022,40.7616096,-73.9707499,"(40.7616096, -73.9707499)",EAST 57 STREET                  ,PARK AVENUE                     ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461091,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,14:30,MANHATTAN,10017,40.7559235,-73.9748888,"(40.7559235, -73.9748888)",PARK AVENUE                     ,EAST 48 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461093,PASSENGER VEHICLE,,,,
06/09/2016,12:00,,,40.7676137,-73.9499947,"(40.7676137, -73.9499947)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461110,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,19:10,,,40.7842026,-73.9422047,"(40.7842026, -73.9422047)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461113,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,16:00,MANHATTAN,10032,40.8410516,-73.944679,"(40.8410516, -73.944679)",RIVERSIDE DRIVE                 ,WEST 165 STREET                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461170,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,16:53,,,40.8192548,-73.8108731,"(40.8192548, -73.8108731)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461218,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,17:00,,,40.8192548,-73.8108731,"(40.8192548, -73.8108731)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461220,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,21:45,BRONX,10475,40.86832,-73.8331589,"(40.86832, -73.8331589)",EDSON AVENUE                    ,BARTOW AVENUE                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461257,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,17:00,,,40.5832013,-73.9730271,"(40.5832013, -73.9730271)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461328,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
