DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
06/09/2016,2:50,BROOKLYN,11211,40.7121377,-73.9464741,"(40.7121377, -73.9464741)",                                ,                                ,112 POWERS STREET                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3459430,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/09/2016,14:40,BROOKLYN,11211,40.7095517,-73.9588589,"(40.7095517, -73.9588589)",HAVEMEYER STREET                ,SOUTH 5 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459431,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,16:15,BROOKLYN,11249,40.7015203,-73.9582183,"(40.7015203, -73.9582183)",                                ,                                ,662 BEDFORD AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459432,PASSENGER VEHICLE,,,,
06/09/2016,16:45,BROOKLYN,11206,40.707655,-73.9398375,"(40.707655, -73.9398375)",BUSHWICK AVENUE                 ,MONTROSE AVENUE                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459433,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,17:30,BROOKLYN,11211,40.7105932,-73.9547354,"(40.7105932, -73.9547354)",BORINQUEN PLACE                 ,SOUTH 2 STREET                  ,                                        ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3459434,PASSENGER VEHICLE,BICYCLE,,,
06/09/2016,18:40,BROOKLYN,11211,40.7030734,-73.9569839,"(40.7030734, -73.9569839)",LEE AVENUE                      ,PENN STREET                     ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459436,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,18:55,BROOKLYN,11249,40.6994847,-73.9610326,"(40.6994847, -73.9610326)",RUTLEDGE STREET                 ,KENT AVENUE                     ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459437,OTHER,PASSENGER VEHICLE,,,
06/09/2016,23:00,BROOKLYN,11211,40.7126648,-73.9410413,"(40.7126648, -73.9410413)",BUSHWICK AVENUE                 ,POWERS STREET                   ,                                        ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3459440,PASSENGER VEHICLE,BICYCLE,,,
06/09/2016,23:00,BROOKLYN,11249,40.7048304,-73.9663241,"(40.7048304, -73.9663241)",WYTHE AVENUE                    ,CLYMER STREET                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459441,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,0:06,,,40.7197624,-73.9447576,"(40.7197624, -73.9447576)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459447,PASSENGER VEHICLE,,,,
06/09/2016,9:40,BROOKLYN,11222,40.7278465,-73.9541356,"(40.7278465, -73.9541356)",CALYER STREET                   ,LORIMER STREET                  ,                                        ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3459448,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/09/2016,9:15,BROOKLYN,11211,40.7153857,-73.9428173,"(40.7153857, -73.9428173)",HUMBOLDT STREET                 ,CONSELYEA STREET                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459449,OTHER,,,,
06/09/2016,7:00,,,40.7233371,-73.9388732,"(40.7233371, -73.9388732)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459450,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,16:27,,,40.7171589,-73.9492367,"(40.7171589, -73.9492367)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459454,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,23:00,BROOKLYN,11222,40.7207967,-73.9449556,"(40.7207967, -73.9449556)",MC GUINNESS BLVD SOUTH          ,BAYARD STREET                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459455,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,12:20,QUEENS,11416,40.6832247,-73.8547289,"(40.6832247, -73.8547289)",                                ,                                ,85-28 ROCKAWAY BOULEVARD                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459460,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,13:15,,,40.7097504,-73.8205668,"(40.7097504, -73.8205668)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459461,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,14:15,QUEENS,11415,40.7080981,-73.8308728,"(40.7080981, -73.8308728)",                                ,                                ,81-61 LEFFERTS BOULEVARD                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459463,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,17:10,QUEENS,11416,40.6814866,-73.8478679,"(40.6814866, -73.8478679)",ROCKAWAY BOULEVARD              ,103 AVENUE                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459465,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,20:00,QUEENS,11418,40.703219,-73.8242706,"(40.703219, -73.8242706)",HILLSIDE AVENUE                 ,127 STREET                      ,                                        ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3459466,PASSENGER VEHICLE,BICYCLE,,,
06/09/2016,22:00,QUEENS,11418,40.6995644,-73.8306853,"(40.6995644, -73.8306853)",                                ,                                ,87-24 LEFFERTS BOULEVARD                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459467,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,1:05,QUEENS,11435,40.7028083,-73.8093476,"(40.7028083, -73.8093476)",                                ,                                ,89-40 146 STREET                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3459474,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
06/09/2016,2:00,QUEENS,11435,40.7007703,-73.8101829,"(40.7007703, -73.8101829)",144 PLACE                       ,91 AVENUE                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459475,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,8:25,QUEENS,11423,40.7177844,-73.7624803,"(40.7177844, -73.7624803)",89 AVENUE                       ,199 STREET                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459476,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,8:30,,,40.6924673,-73.8108147,"(40.6924673, -73.8108147)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459479,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,11:40,QUEENS,11433,40.7049018,-73.7840548,"(40.7049018, -73.7840548)",                                ,                                ,175-77 LIBERTY AVENUE                   ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459480,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
06/09/2016,14:00,QUEENS,11432,40.7043418,-73.8007953,"(40.7043418, -73.8007953)",                                ,                                ,90-15 PARSONS BOULEVARD                 ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3459481,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,13:00,QUEENS,11435,40.6947417,-73.8062441,"(40.6947417, -73.8062441)",LIBERTY AVENUE                  ,LIVERPOOL STREET                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459482,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,15:30,,,40.7031657,-73.8166124,"(40.7031657, -73.8166124)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459483,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,19:00,,,40.6923113,-73.8814557,"(40.6923113, -73.8814557)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459485,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,14:00,QUEENS,11004,40.7487591,-73.7086952,"(40.7487591, -73.7086952)",UNION TURNPIKE                  ,264 STREET                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459505,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,15:06,,,40.6927264,-73.726718,"(40.6927264, -73.726718)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459507,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,16:50,QUEENS,11413,40.6633664,-73.7638239,"(40.6633664, -73.7638239)",182 STREET                      ,145 DRIVE                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459508,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,16:50,QUEENS,11428,40.7170259,-73.7541897,"(40.7170259, -73.7541897)",93 AVENUE                       ,208 STREET                      ,                                        ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3459509,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,17:20,,,40.7019898,-73.7273066,"(40.7019898, -73.7273066)",                                ,                                ,                                        ,1,0,0,0,0,0,1,0,Unspecified,,,,,3459510,PASSENGER VEHICLE,,,,
06/09/2016,16:10,QUEENS,11004,40.7533463,-73.7067947,"(40.7533463, -73.7067947)",                                ,                                ,270-05 76 AVENUE                        ,1,0,1,0,0,0,0,0,Unspecified,,,,,3459511,PASSENGER VEHICLE,,,,
06/09/2016,18:30,,,40.7541513,-73.7228746,"(40.7541513, -73.7228746)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459512,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,17:10,,,40.6724413,-73.7353255,"(40.6724413, -73.7353255)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3459513,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/09/2016,18:52,,,40.6787745,-73.7296611,"(40.6787745, -73.7296611)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459514,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,18:40,QUEENS,11422,40.6754631,-73.7338404,"(40.6754631, -73.7338404)",LAURELTON PARKWAY               ,133 AVENUE                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459515,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,19:00,QUEENS,11413,40.666396,-73.7517593,"(40.666396, -73.7517593)",NORTH CONDUIT AVENUE            ,225 STREET                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459516,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,8:55,QUEENS,11427,40.7334417,-73.7365135,"(40.7334417, -73.7365135)",                                ,                                ,233-20 HILLSIDE AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459517,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,16:10,QUEENS,11413,40.677674,-73.7416586,"(40.677674, -73.7416586)",                                ,                                ,133-11 228 STREET                       ,0,0,0,0,0,0,0,0,Unspecified,,,,,3459518,PASSENGER VEHICLE,,,,
06/09/2016,15:00,QUEENS,11413,40.6663082,-73.785928,"(40.6663082, -73.785928)",SOUTH CONDUIT AVENUE            ,153 PLACE                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459520,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,13:45,QUEENS,11414,40.6491195,-73.8373865,"(40.6491195, -73.8373865)",CROSS BAY BOULEVARD             ,165 AVENUE                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459526,PASSENGER VEHICLE,,,,
06/09/2016,18:00,QUEENS,11420,40.6661202,-73.8222416,"(40.6661202, -73.8222416)",NORTH CONDUIT AVENUE            ,LEFFERTS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459529,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,16:31,QUEENS,11432,40.7138423,-73.8060984,"(40.7138423, -73.8060984)",159 STREET                      ,84 ROAD                         ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459539,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,16:00,,,40.7413253,-73.7847761,"(40.7413253, -73.7847761)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459540,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,10:15,QUEENS,11377,40.7402725,-73.8958512,"(40.7402725, -73.8958512)",QUEENS BOULEVARD                ,69 STREET                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459546,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
06/09/2016,7:50,QUEENS,11101,40.7458182,-73.9456495,"(40.7458182, -73.9456495)",DAVIS STREET                    ,JACKSON AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459547,PASSENGER VEHICLE,,,,
06/09/2016,13:30,QUEENS,11377,40.753164,-73.9081281,"(40.753164, -73.9081281)",                                ,                                ,51-24 NORTHERN BOULEVARD                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3459548,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/09/2016,16:30,QUEENS,11104,40.7491432,-73.9156009,"(40.7491432, -73.9156009)",39 AVENUE                       ,48 STREET                       ,                                        ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3459549,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,14:15,QUEENS,11104,40.7491432,-73.9156009,"(40.7491432, -73.9156009)",39 AVENUE                       ,48 STREET                       ,                                        ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3459550,PASSENGER VEHICLE,BICYCLE,,,
06/09/2016,16:49,QUEENS,11101,40.7460347,-73.9344002,"(40.7460347, -73.9344002)",SKILLMAN AVENUE                 ,QUEENS BOULEVARD                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459551,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,10:40,,,40.7361484,-73.9265043,"(40.7361484, -73.9265043)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459552,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,13:40,QUEENS,11354,40.7611686,-73.8293663,"(40.7611686, -73.8293663)",138 STREET                      ,38 AVENUE                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459555,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,14:00,QUEENS,11354,40.7731037,-73.8456476,"(40.7731037, -73.8456476)",28 AVENUE                       ,COLLEGE POINT BOULEVARD         ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459557,LARGE COM VEH(6 OR MORE TIRES),SMALL COM VEH(4 TIRES) ,,,
06/09/2016,14:45,QUEENS,11354,40.7704501,-73.8342056,"(40.7704501, -73.8342056)",FARRINGTON STREET               ,WHITESTONE EXPRESSWAY           ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459558,PASSENGER VEHICLE,,,,
06/09/2016,13:15,QUEENS,11355,40.7494045,-73.8203195,"(40.7494045, -73.8203195)",                                ,                                ,137-41 JUNIPER AVENUE                   ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459559,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,16:10,QUEENS,11354,40.7599618,-73.826294,"(40.7599618, -73.826294)",                                ,                                ,40-20 UNION STREET                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3459561,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/09/2016,15:44,,,40.7860078,-73.8021828,"(40.7860078, -73.8021828)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3459562,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/09/2016,17:30,,,40.7432298,-73.8377723,"(40.7432298, -73.8377723)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459564,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,17:00,,,40.7904014,-73.82344,"(40.7904014, -73.82344)",                                ,                                ,                                        ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3459565,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
06/09/2016,17:00,QUEENS,11357,40.7817156,-73.8238396,"(40.7817156, -73.8238396)",144 STREET                      ,20 AVENUE                       ,                                        ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3459566,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,18:00,QUEENS,11355,40.7543687,-73.8213673,"(40.7543687, -73.8213673)",                                ,                                ,43-07 UNION STREET                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459567,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,16:50,QUEENS,11355,40.7560381,-73.8253693,"(40.7560381, -73.8253693)",                                ,                                ,42-65 KISSENA BOULEVARD                 ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3459568,BICYCLE,,,,
06/09/2016,18:30,,,40.7860078,-73.8021828,"(40.7860078, -73.8021828)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459569,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,17:47,QUEENS,11354,40.7694679,-73.8215831,"(40.7694679, -73.8215831)",                                ,                                ,32-07 146 STREET                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459570,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,18:50,QUEENS,11354,40.7598273,-73.8318496,"(40.7598273, -73.8318496)",                                ,                                ,135-16 39 AVENUE                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459571,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,18:48,QUEENS,11357,40.7829958,-73.7993323,"(40.7829958, -73.7993323)",WILLETS POINT BOULEVARD         ,17 AVENUE                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459572,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,22:00,QUEENS,11355,40.7431628,-73.8255511,"(40.7431628, -73.8255511)",MAIN STREET                     ,60 AVENUE                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459574,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,21:11,QUEENS,11356,40.7949322,-73.8473956,"(40.7949322, -73.8473956)",                                ,                                ,120-14 RIVIERA COURT                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459576,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,23:04,QUEENS,11355,40.7553155,-73.8303884,"(40.7553155, -73.8303884)",                                ,                                ,41-77 FRAME PLACE                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459577,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,16:10,,,40.7482032,-73.8496032,"(40.7482032, -73.8496032)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459588,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,16:11,QUEENS,11373,40.7466628,-73.8821632,"(40.7466628, -73.8821632)",                                ,                                ,40-22 HAMPTON STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459589,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,12:00,QUEENS,11368,40.7343823,-73.8643093,"(40.7343823, -73.8643093)",                                ,                                ,96-05 HORACE HARDING EXPRESSWAY         ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459590,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,17:30,QUEENS,11373,40.7334973,-73.8703694,"(40.7334973, -73.8703694)",WOODHAVEN BOULEVARD             ,QUEENS BOULEVARD                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459591,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,1:00,QUEENS,11368,40.7547026,-73.8453979,"(40.7547026, -73.8453979)",                                ,                                ,123-01 ROOSEVELT AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459592,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,18:45,,,40.7426801,-73.8395099,"(40.7426801, -73.8395099)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459593,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,19:20,QUEENS,11368,40.7520517,-73.8542251,"(40.7520517, -73.8542251)",                                ,                                ,112-26 ROOSEVELT AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459594,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,8:40,,,40.7620943,-73.7569053,"(40.7620943, -73.7569053)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459596,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,15:40,QUEENS,11361,40.7648116,-73.7726155,"(40.7648116, -73.7726155)",                                ,                                ,39-08 213 STREET                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459598,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,17:30,,,40.7564263,-73.7402965,"(40.7564263, -73.7402965)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459599,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,18:17,,,40.7485357,-73.7737075,"(40.7485357, -73.7737075)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459601,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,18:41,,,40.7472399,-73.7369541,"(40.7472399, -73.7369541)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459603,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,16:25,QUEENS,11375,40.733607,-73.8499464,"(40.733607, -73.8499464)",108 STREET                      ,63 DRIVE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459609,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,19:50,QUEENS,11374,40.7292312,-73.8626818,"(40.7292312, -73.8626818)",                                ,                                ,63-74 SAUNDERS STREET                   ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459610,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,23:30,QUEENS,11374,40.7165933,-73.8618348,"(40.7165933, -73.8618348)",WOODHAVEN BOULEVARD             ,67 ROAD                         ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459612,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,23:30,,,40.7367356,-73.8544944,"(40.7367356, -73.8544944)",                                ,                                ,                                        ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3459613,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,16:59,,,40.6664063,-73.8026224,"(40.6664063, -73.8026224)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459619,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,18:20,QUEENS,11105,40.7726568,-73.9009562,"(40.7726568, -73.9009562)",45 STREET                       ,21 AVENUE                       ,                                        ,1,0,1,0,0,0,0,0,Unspecified,,,,,3459637,PASSENGER VEHICLE,,,,
06/09/2016,0:00,QUEENS,11105,40.7827503,-73.9161613,"(40.7827503, -73.9161613)",                                ,                                ,21-18 19 STREET                         ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459638,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,23:50,QUEENS,11106,40.7616113,-73.9256853,"(40.7616113, -73.9256853)",                                ,                                ,32-12 31 STREET                         ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459641,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,15:00,QUEENS,11370,40.7622647,-73.8913371,"(40.7622647, -73.8913371)",                                ,                                ,25-52 77 STREET                         ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459644,PASSENGER VEHICLE,,,,
06/09/2016,19:30,QUEENS,11372,40.7497446,-73.8843088,"(40.7497446, -73.8843088)",37 AVENUE                       ,82 STREET                       ,                                        ,1,0,1,0,0,0,0,0,Unspecified,,,,,3459645,PASSENGER VEHICLE,,,,
06/09/2016,21:30,QUEENS,11372,40.7491443,-73.8696424,"(40.7491443, -73.8696424)",                                ,                                ,95-57 ROOSEVELT AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459646,PASSENGER VEHICLE,MOTORCYCLE,,,
06/09/2016,23:12,QUEENS,11372,40.7491578,-73.8694258,"(40.7491578, -73.8694258)",ROOSEVELT AVENUE                ,JUNCTION BOULEVARD              ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459647,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,11:30,STATEN ISLAND,10314,40.6135675,-74.1162332,"(40.6135675, -74.1162332)",                                ,                                ,1578 VICTORY BOULEVARD                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459654,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,18:50,,,40.6066949,-74.0836991,"(40.6066949, -74.0836991)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459666,OTHER,PASSENGER VEHICLE,,,
06/09/2016,4:45,STATEN ISLAND,10309,40.5532456,-74.2177725,"(40.5532456, -74.2177725)",ARTHUR KILL ROAD                ,HERVEY STREET                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,,,,,3459675,PASSENGER VEHICLE,,,,
06/09/2016,6:45,STATEN ISLAND,10312,40.5477612,-74.1981874,"(40.5477612, -74.1981874)",STACK DRIVE                     ,HAMMOCK LANE                    ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459676,PASSENGER VEHICLE,OTHER,,,
